"Specimen_No","Specimen","Site_No","Site","Period_No","Period","Element_Portion","Element","LSI","p_immature","p_female","p_male"
1865,"Animal.892",18,"Tell Beydar",5,"EBA",8,"Mtt",0.16,0,0.26,0.74
1866,"Animal.893",18,"Tell Beydar",5,"EBA",8,"Mtt",-0.071,0,0.91,0.09
1867,"Animal.894",18,"Tell Beydar",5,"EBA",8,"Mtt",-0.037,0,0.88,0.12
1868,"Animal.895",18,"Tell Beydar",5,"EBA",8,"Mtt",0.075,0,0.53,0.47
1869,"Animal.896",18,"Tell Beydar",5,"EBA",8,"Mtt",0.126,0,0.35,0.65
1870,"Animal.897",18,"Tell Beydar",5,"EBA",8,"Mtt",0.139,0,0.31,0.69
1871,"Animal.898",18,"Tell Beydar",5,"EBA",8,"Mtt",0.142,0,0.3,0.7
1872,"Animal.899",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.106,0.25,0.29,0.46
1873,"Animal.9",25,"Tell Surezha",3,"LC 1-3",6,"Ast",0.194,0.38,0.22,0.4
1874,"Animal.900",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.187,0.06,0.13,0.81
1875,"Animal.901",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.116,0.22,0.27,0.51
1876,"Animal.902",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.111,0.24,0.28,0.48
1877,"Animal.903",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.102,0.26,0.3,0.44
1878,"Animal.904",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.06,0.38,0.37,0.25
1879,"Animal.905",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.017,0.47,0.4,0.13
1880,"Animal.906",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.083,0.32,0.34,0.34
1881,"Animal.907",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",-0.068,0.55,0.38,0.07
1882,"Animal.908",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.078,0.33,0.35,0.32
1883,"Animal.909",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",-0.063,0.55,0.38,0.07
1884,"Animal.91",4,"El Kowm 2",1,"PN",6,"Ast",0.059,0.48,0.37,0.15
1885,"Animal.910",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.023,0.46,0.4,0.14
1886,"Animal.913",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.051,0.4,0.38,0.21
1887,"Animal.914",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.078,0.33,0.35,0.32
1888,"Animal.915",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",-0.021,0.52,0.39,0.09
1889,"Animal.916",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.05,0.4,0.38,0.21
1890,"Animal.917",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.228,0.02,0.09,0.89
1891,"Animal.918",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.046,0.41,0.39,0.2
1892,"Animal.92",4,"El Kowm 2",1,"PN",6,"Ast",0.181,0.15,0.17,0.68
1893,"Animal.920",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.102,0.26,0.3,0.43
1894,"Animal.921",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.06,0.38,0.37,0.24
1895,"Animal.922",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.007,0.48,0.4,0.12
1896,"Animal.923",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",-0.002,0.5,0.4,0.11
1897,"Animal.924",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.032,0.44,0.39,0.16
1898,"Animal.926",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.125,0.2,0.25,0.55
1899,"Animal.927",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.134,0.17,0.23,0.6
1900,"Animal.929",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.032,0.44,0.39,0.16
1901,"Animal.93",4,"El Kowm 2",1,"PN",6,"Ast",0.082,0.44,0.35,0.21
1902,"Animal.932",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.069,0.36,0.36,0.28
1903,"Animal.933",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.17,0.09,0.15,0.76
1904,"Animal.934",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.056,0.39,0.38,0.23
1905,"Animal.936",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.022,0.46,0.4,0.14
1906,"Animal.937",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.008,0.48,0.4,0.12
1907,"Animal.938",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.022,0.46,0.4,0.14
1908,"Animal.939",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.107,0.25,0.29,0.46
1909,"Animal.94",4,"El Kowm 2",1,"PN",6,"Ast",0.059,0.48,0.37,0.15
1910,"Animal.940",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",-0.032,0.53,0.39,0.08
1911,"Animal.941",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.134,0.17,0.23,0.6
1912,"Animal.942",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.079,0.33,0.35,0.32
1913,"Animal.943",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.079,0.33,0.35,0.32
1914,"Animal.944",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",-0.011,0.51,0.4,0.1
1915,"Animal.945",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.07,0.36,0.36,0.28
1916,"Animal.946",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.007,0.48,0.4,0.12
1917,"Animal.947",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.051,0.4,0.38,0.21
1918,"Animal.949",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.097,0.28,0.31,0.41
1919,"Animal.951",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.055,0.39,0.38,0.23
1920,"Animal.952",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.05,0.4,0.38,0.21
1921,"Animal.953",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.065,0.37,0.37,0.26
1922,"Animal.954",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.041,0.42,0.39,0.19
1923,"Animal.956",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.022,0.46,0.4,0.14
1924,"Animal.957",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.125,0.2,0.25,0.56
1925,"Animal.958",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.002,0.49,0.4,0.11
1926,"Animal.959",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.079,0.33,0.35,0.32
1927,"Animal.96",4,"El Kowm 2",1,"PN",6,"Ast",0.05,0.5,0.37,0.13
1928,"Animal.960",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.093,0.29,0.32,0.39
1929,"Animal.961",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.074,0.35,0.35,0.3
1930,"Animal.962",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.003,0.49,0.4,0.11
1931,"Animal.963",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.031,0.44,0.4,0.16
1932,"Animal.964",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.041,0.42,0.39,0.19
1933,"Animal.965",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.003,0.49,0.4,0.11
1934,"Animal.966",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",-0.032,0.53,0.39,0.08
1935,"Animal.967",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.05,0.4,0.38,0.21
1936,"Animal.968",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.045,0.42,0.39,0.2
1937,"Animal.969",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",-0.007,0.5,0.4,0.1
1938,"Animal.970",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.003,0.49,0.4,0.11
1939,"Animal.971",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.116,0.22,0.27,0.51
1940,"Animal.972",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.079,0.33,0.35,0.32
1941,"Animal.974",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.088,0.31,0.33,0.36
1942,"Animal.976",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.046,0.41,0.39,0.2
1943,"Animal.977",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.027,0.45,0.4,0.15
1944,"Animal.978",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.002,0.49,0.4,0.11
1945,"Animal.979",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.157,0.11,0.18,0.71
1946,"Animal.98",5,"El Kowm 2",1,"PPNB",6,"Ast",0.096,0.48,0.36,0.16
1947,"Animal.980",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.088,0.31,0.33,0.36
1948,"Animal.981",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.074,0.35,0.35,0.3
1949,"Animal.982",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",-0.052,0.54,0.38,0.08
1950,"Animal.983",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.152,0.12,0.19,0.69
1951,"Animal.984",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.121,0.21,0.26,0.54
1952,"Animal.985",24,"Tell Sabi Abyad (Op III)",1,"PN",6,"Ast",0.013,0.48,0.4,0.13
1953,"Animal.986",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.22,0,0.32,0.68
1954,"Animal.987",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.172,0,0.46,0.54
1955,"Animal.988",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.052,0,0.83,0.17
1956,"Animal.989",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.197,0,0.38,0.62
1957,"Animal.99",5,"El Kowm 2",1,"PPNB",6,"Ast",0.06,0.54,0.37,0.09
1958,"Animal.990",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.193,0,0.39,0.61
1959,"Animal.991",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.062,0,0.82,0.18
1960,"Animal.992",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.257,0,0.24,0.76
1961,"Animal.993",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.161,0,0.5,0.5
1962,"Animal.994",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.149,0,0.55,0.45
1963,"Animal.995",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.219,0,0.32,0.68
1964,"Animal.996",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.173,0,0.46,0.54
1965,"Animal.997",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.128,0,0.63,0.37
1966,"Animal.998",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.165,0,0.49,0.51
1967,"Animal.999",24,"Tell Sabi Abyad (Op III)",1,"PN",7,"Cal",0.238,0,0.28,0.72
